年份,省份,城市,区县,区县代码,行政区域土地面积_平方公里,乡及镇个数_个,乡个数_个,镇个数_个,街道办事处个数_个,村民委员会个数_个,年末总户数_户,乡村户数_户,年末总人口_万人,乡村人口_万人,户籍人口数_万人,年末单位从业人员_人,城镇单位在岗职工人数_人,乡村从业人员数_人,农林牧渔业从业人员数_人,年末第二产业单位从业人员_人,年末第三产业单位从业人员_人,农业机械总动力_万千瓦特,固定电话用户_户,移动电话用户数_户,宽带接入用户数_户,地区生产总值_万元,第一产业增加值_万元,第二产业增加值_万元,工业增加值_万元,第三产业增加值_万元,农业增加值_万元,牧业增加值_万元,人均地区生产总值_元/人,城镇单位在岗职工平均工资_元,城镇居民人均可支配收入_元,农村居民人均可支配收入_元,地方财政一般预算收入_万元,各项税收_万元,地方财政一般预算支出_万元,城乡居民储蓄存款余额_万元,年末金融机构各项贷款余额_万元,出口额_美元,实际利用外资金额_美元,农作物总播种面积_千公顷,常用耕地面积_公顷,机收面积_公顷,设施农业占地面积_公顷,农用机械总动力_千万瓦,粮食总产量_吨,棉花产量_吨,油料产量_吨,肉类总产量_吨,农林牧渔业总产值_万元,规模以上工业企业数_个,规模以上工业总产值_万元,城镇固定资产投资完成额_万元,全社会固定资产投资_万元,社会消费品零售总额_万元,房地产开发投资_亿元,普通小学学校数_个,普通中学学校数_个,普通小学专任教师数_人,普通中学专任教师数_人,普通小学在校生数_人,普通中学在校学生数_人,中等职业教育学校在校学生数_人,医院、卫生院床位数_床,医院和卫生院卫生人员数_卫生技术人员_人,医院和卫生院卫生人员数_执业医师_人,各种社会福利收养性单位数_个,各种社会福利收养性单位床位数_床,全社会用电量_万千瓦时,城乡居民生活用电量_万千瓦时,废气中氮氧化物排放量_吨,废气中烟尘排放量_吨,工业废气中二氧化硫排放量_吨,艺术表演场馆数_剧场、影剧院_个,公共图书馆总藏量_千册,体育场馆机构数_个
2012,贵州省,黔东南苗族侗族自治州,施秉县,522623,1531,8,,,,64,47424,27211,17,10,16.87,6297,,61636,44942,,,15,13442,,,197500,49600,52402,43200,95500,,,15157,,,4954,24755,,95547,140126,130696,,,,,,,15,54651,8,4959,6607,80000,3,64051,200329,200329,48948,,58,11,893,,14563,10326,,369,,,3,25,,,,,,,,
2013,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,4,4,10,,,,17,,17.07,,,62000,,6464,12529,19,12179,,,231906,54804,61404,48800,115700,40601,8093,17763,,19014,5737,24886,14399,101306,167469,151057,,,,,,960,19,54589,8,4623,7047,88800,10,15265,260428,260428,56267,,47,10,871,,13640,10190,1375,586,,,3,25,,,,,,,,
2014,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,4,4,,,,,13,,17.18,,,62377,,9752,20688,18,8852,,,273300,58600,72441,57300,142300,40360,12430,20910,,20399,6497,19209,30344,103352,310700,177463,,,,,216,967,18,56473,7,5034,7224,96183,12,114932,468155,301233,67261,,42,10,865,,12855,10222,962,556,,,3,60,,,,,,,,
2015,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,4,4,10,,,,13,,17.41,,,65410,,10151,21516,19,7152,,,308422,74576,77470,61900,156377,48676,17024,23598,,22541,6497,26987,17395,126890,295651,216466,,,,,320,14,19,57275,7,5037,7846,74576,13,125671,361480,361480,74451,,35,9,799,,12610,9797,1416,435,,,3,260,,,,,,,,
2016,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,4,4,10,,,,13,,17.48,,,67710,,10226,20841,14,10781,,,350738,85400,77292,59300,188000,55803,21458,26730,,24660,7868,28172,20035,146702,326391,271315,,,,,352,24,14,58642,8,5007,6890,87355,12,54549,313300,313300,84290,,38,7,796,,12584,9680,873,596,,,4,315,,,,,,,,
2017,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,10,,,,13,,17.43,,,70390,,4839,14888,18,7471,,,379402,90727,86012,59800,202663,59590,22618,28764,,26805,8671,18816,12932,149965,312590,383940,,,,,1804,838,18,,9,6027,,94245,6,,,,93514,,35,7,782,,12728,9438,858,185,,,1,,,,,,,,,
2018,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,10,,,,13,,17.624,,,68453,,4602,14409,,6396,,,397461,97682,87003,58700,212800,,,30008,,29298,9555,16480,,139265,279106,410965,,,,,,868,,,9,5071,,101560,4,,,,,,34,7,778,,12766,9363,,646,,,2,799,,,,,,,,
2019,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,,,,,13,,17.802,,,67296,,10267,19446,,4851,,,335038,103395,58390,20290,173253,,,25200,,31788,10587,12697,,148381,296967,434558,,,,,,127,,,7,4485,,107352,5,,,,,,32,7,764,,12973,9188,,708,,,4,300,,,,,,,,
2020,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,,,,,13,,17.92,,,67800,,,,,5090,,,365377,112563,67807,20075,185007,,,28953,,33695,11477,13637,,155843,328908,466068,,,,,,101,,,8,5378,,116803,7,,,,,,32,6,778,,13040,8954,,765,,,1,150,,,,,,,,
2021,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,,,,,12,,18,,,50571,,,,,3624,,,397821,120268,78861,23900,198692,,,31811,,36681,12746,16064,,155861,371809,510478,,,,,,101,,,7,5512,,125000,9,,,,,,23,6,709,,12708,9036,,831,,,1,150,,,,,,,,
2022,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,,,,,12,,18,,,,,,,,3911,,,413647,126674,85008,,201965,,,33301,,38574,13645,16744,,161653,429022,588280,,,,,,83,,,1,6369,,131600,10,,,,,,18,5,725,,12240,9007,,792,,,1,150,,,,,,,,
2023,贵州省,黔东南苗族侗族自治州,施秉县,522623,1532,8,3,5,,,,,,,18,,,,,,,,4497,,,433174,127536,99871,,205767,,,,,,,18590,,172600,488670,653629,,,,,,83,,,1,6708,,,12,,,,,,,,,,11924,9036,,773,,,1,150,,,,,,,,
2000,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,51448,44908,20,18,20,5824,,104123,69406,,,3,5322,,,36017,20298,5585,,10134,,,1797,,,1395,1669,,5993,16180,17495,,,,7710,,,3,62124,,2350,9810,35400,12,2621,4258,,8100,0.01,110,13,1059,,24704,8897,,303,,,2,10,,,,,,,,
2001,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,50780,45320,20,18,20,5726,,109268,72935,,,3,7257,,,37173,20488,5521,,11164,,,1833,,,1397,1820,,8870,19072,19817,,,,7710,,,3,60654,1,2167,10238,35700,13,4714,5349,,8500,0.01,90,15,1072,,23273,9981,,289,,,4,20,,,,,,,,
2002,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,8,,,,159,51566,45421,21,18.5,20.6,5628,5570,109309,72064,,,3.5,10342,,,41105,20611,7659,,12835,,,2006,9693,,1419,1890,,10891,23181,22326,,,,7691,,,3.5,51885,,1961,10529,36200,10,11782.1,3351,12722,9397,0.08,87,14,1166,,22351,13105,,342,,,5,20,,,,,,,,
2003,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,8,,,,159,52744,45878,21,19,21,6340,,109682,72964,,,4,14379,,,46135,16160,15931,,14044,,,2233,10635,,1471,2055,,11491,29173,25702,,,,7691,,,4,54010,,1918,10976,27600,9,10743,5591,58921,10662,0.04,92,15,1075,,20913,14151,,304,,,5,22,,,,,,,,
2004,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,54885,46182,21,19,21,6621,12900,110700,73043,,,4,13036,,,53510,17733,20409,,15368,,,2568,11387,,1595,2328,,13223,36175,25159,,,,7691,,,4,57728,1,2331,11764,29800,11,10905,4073,61462,12761,0.07,91,14,979,,19558,11602,,338,,,5,25,,,,,,,,
2005,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,56474,46281,21,19,21,6228,14100,111732,72030,,,5,23310,,,60720,18533,14387,,27800,,,2891,15161,,1733,2669,,18462,47601,30949,,,,7691,,,5,58322,,2435,12739,31333,9,13484,5276,53589,25518,0.22,69,13,977,,18606,12424,,341,,,5,52,,,,,,,,
2006,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,57937,46456,21,19,21,6715,14300,113509,74163,,,5,25366,,,68201,20467,15826,,31908,,,3214,18644,,1849,3067,,22373,57096,37997,,,,7691,,,5,59908,,2640,14029,33286,9,22961,4094,43548,29007,0.13,73,13,975,,18053,11879,,352,,,5,52,,,,,,,,
2007,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,60056,49954,21,19,21,6642,6100,111049,56057,,,5,25573,,,82103,25729,19564,,36810,,,3857,24008,,2090,3466,,28786,67978,43440,,,,7690,,,5,61771,,2655,15385,46217,9,25374,4085,36089,34734,0.38,70,12,942,,17658,11238,,359,,,5,50,,,,,,,,
2008,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,63068,50224,22,19.3,21.6,7002,7200,114324,56895,,,5.6,29954,,,92633,25599,26081,,40953,,,4307,23517,,2428,4001,,38576,79675,48408,,,,7690,,,5.6,64540,1,2040,9008,44786,11,37396,4487,31170,43204,0.44,57,12,917,,18063,10585,,432,,,5,50,,,,,,,,
2009,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,67718,50697,22,20,22,6086,5800,119432,55487,,,7,29187,,,110649,26570,28538,,55541,,,5763,27815,,2696,5091,,48580,92807,63255,,,,8014,,,7,65597,,2356,10318,46084,13,47986,24397,42161,52709,0.47,59,12,924,,17556,10230,,459,,,5,48,,,,,,,,
2010,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,,,,159,67526,51032,22,20,22,6700,6700,124031,54320,,,7,29182,,,131487,30858,35138,25000,65491,,,8362,29205,,3107,7309,,64338,115122,82410,,,,8052,,,7,65758,,2350,10916,53200,15,6225,26514,53969,61995,0.6,47,12,923,,17226,10770,,426,,,5,48,,,,,,,,
2011,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,69295,51503,22,19.7,22.06,6841,,124655,53141,,,8,29203,,,160835,32095,48378,33200,80362,,,10343,,,3955,12600,,82918,141082,100136,,,,8100,,,8,40060,,2285,11047,59800,14,104774,84625,135095,73594,,47,12,920,,16560,10711,,588,,,5,48,,,,,,,,
2012,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,,,,159,70898,51646,22,20,22.19,7233,,125140,45839,,,8,29201,,,206900,39863,62256,40700,104700,,,13333,,,4642,19009,,103438,181116,124358,,,,,,,8,49805,,2391,11856,69600,16,156810,241356,241356,85916,,39,13,864,,15996,11223,,805,,,5,53,,,,,,,,
2013,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,4,5,,,,,22,,22.29,,,125500,,13300,86500,9,6120,,,249900,44497,76085,46400,128100,22556,13405,16071,,19081,5389,25430,14451,121368,218239,157302,,,,,2350,22,9,48846,,2638,12529,79800,23,192043,325830,325830,98691,,38,13,859,,15924,8130,3951,812,,,5,49,,,,,,,,
2014,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,4,5,,,,,16,,22.44,,,125995,,13608,87034,9,6135,,,308087,55000,90873,54900,162200,27783,16217,19833,,20677,6168,27788,15360,133518,240172,204577,,,,,2352,27,9,53219,,3203,13470,94197,30,226473,693822,421499,111089,,37,9,885,,16146,8196,3815,871,,,5,58,,,,,,,,
2015,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,4,5,,,,,16,,22.78,,,126279,,15174,76797,11,6155,,,353296,72042,97182,60800,184072,38184,19493,22779,,22931,6168,32369,20849,144196,268531,243320,,,,,2300,29,11,54003,,3397,13586,72042,28,266068,507805,507905,124405,,34,7,909,,16641,7969,2495,1054,,,6,158,,,,,,,,
2016,贵州省,黔东南苗族侗族自治州,三穗县,522624,1036,9,2,7,,,,,16,,22.81,,,126169,,15214,77088,12,6144,,,416542,81298,111647,69900,223600,45463,23310,26750,,25155,7723,36320,22292,158720,303238,326481,,,,,1976,31,12,55507,,3675,13190,84400,30,305314,430788,430788,141225,,35,7,872,,17479,7953,2516,1221,,,6,250,,,,,,,,
2017,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,,,,,16,,22.9,,,126101,,15454,57821,28,6207,,,436029,86663,98019,46300,251346,48767,24386,27843,,27696,8596,31294,18152,176620,339029,402527,,,,,2627,53,28,,,2313,,91028,31,,,,157468,,35,7,890,,18239,7904,2742,1490,,,7,250,,,,,,,,
2018,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,,,,,16,,23.104,,,126024,,16084,59301,,5436,,,486081,93461,100593,44200,292000,,,30892,,30299,9481,20999,,187265,380023,439242,,,,,,78,,,,2252,,98278,23,,,,,,35,7,902,,19116,8267,,1500,,,3,250,,,,,,,,
2019,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,2,,,,16,,23.189,,,123386,,16155,59428,,3370,,,470577,99038,119457,51267,252082,,,29772,,32905,10505,18564,,223588,410923,478526,,,,,,77,,,,2266,,103981,6,,,,,,34,7,979,,20079,12433,,1574,,,3,250,,,,,,,,
2020,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,2,,,,16,,23.33,,,121100,,,,,7000,,,511499,108537,126935,48770,276027,,,31395,,34912,11440,16791,,204988,455734,506085,,,,,,39,,,,2294,,113812,7,,,,,,34,7,1023,,21354,13065,,1446,,,3,425,,,,,,,,
2021,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,2,,,,16,,23.3,,,119079,,,,,6297,,,542016,116128,139072,61100,286816,,,33427,,37842,12684,17493,,204128,518724,546710,,,,,,41,,,,2603,,122000,12,,,,,,34,7,971,,20794,13515,,1469,,,2,235,,,,,,,,
2022,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,2,,,,16,,23,,,,,,,,2453,,,556504,121950,144759,,289795,,,34565,,39749,13576,16284,,160433,601058,606595,,,,,,44,,,,3121,,128100,13,,,,,,34,7,1016,,19651,14129,,1391,,,2,200,,,,,,,,
2023,贵州省,黔东南苗族侗族自治州,三穗县,522624,1030,9,2,7,2,,,,,,23,,,,,,,,6611,,,570552,122492,147537,,300523,,,,,,,24180,,198263,674819,674211,,,,,,44,,,,2929,,,17,,,,,,,,,,18951,14211,,1377,,,4,319,,,,,,,,
2000,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,218,58212,49516,24,21,24,9121,,117316,81246,,,4,9495,,,71520,24050,31454,,16016,,,2894,,,1289,3556,,7469,25169,36934,,,,12660,,,4,80817,14,6852,10367,36400,26,48570,7410,,15100,0.06,112,21,1261,,30727,15365,,282,,,1,23,,,,,,,,
2001,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,221,61134,49870,24,22,24,9660,,119412,81457,,,4,13302,,,72135,25685,27619,,18831,,,2883,,,1345,3907,,11767,27212,37979,,,,12350,,,4,81748,14,6949,11011,39200,27,36943,10464,,16700,0.03,44,21,1339,,28287,16878,,318,,,1,78,,,,,,,,
2002,贵州省,黔东南苗族侗族自治州,镇远县,522625,1894,11,,,,221,60145,50047,24,22,24.2,9212,9984,119409,81174,,,4.5,18093,,,75466,26270,27794,,21402,,,2986,9313,,1425,4571,,12433,32180,41274,,,,12311,,,4.5,72902,4,7028,11476,43800,29,38014.6,35307,20617,18024,0.1,46,18,1246,,24910,17685,,279,,,1,78,,,,,,,,
2003,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,11,,,,221,62443,50312,26,22,26,9822,6806,120011,77116,,,5,21676,,,92112,33214,33923,,24975,,,3610,9614,,1497,5017,,13823,38572,47393,,,,12309,,,5,85044,2,7062,13416,50300,25,48024,42985,34139,20524,0.17,48,18,1165,,22976,14487,,424,,,1,78,,,,,,,,
2004,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,63851,53026,26,22,26,9720,2900,122600,78513,,,6,28501,,,106944,36743,41717,,28484,,,4146,10906,,1676,6158,,16116,45188,50328,,,,12309,,,6,88885,3,7640,14604,56500,31,60987,62235,68498,24611,0.09,46,18,1099,,22227,13741,,331,,,1,45,,,,,,,,
2005,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,65682,49548,26,21,26,9470,6200,119088,75715,,,6,29855,,,113754,40475,37349,,35930,,,4368,12534,,1840,7250,,21360,53810,57587,,,,12309,,,6,86937,3,9486,15974,60868,28,73286,74037,86767,25758,0.07,83,18,1067,,21730,12289,,323,,,1,16,,,,,,,,
2006,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,67962,49510,26,20,26,9141,13600,119008,75710,,,7,24228,,,124340,43304,38408,,42628,,,4741,14636,,1963,7766,,23319,64280,68639,,,,12309,,,7,89884,3,8205,17596,66376,32,73518,97142,111167,29048,,77,18,1096,,22192,14781,,323,,,1,16,,,,,,,,
2007,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,71310,49396,26,19,26,9197,9000,120398,70853,,,9,35215,,,149495,49887,50890,,48718,,,5665,19041,,2218,9255,,34746,77316,66173,,,,12250,,,9,92033,3,8700,19376,76683,27,104222,170094,181477,34012,0.4,67,20,1124,,23011,9586,,290,,,7,35,,,,,,,,
2008,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,71731,49346,26,19.2,26,10302,9900,132323,72983,,,9.6,31332,,,175979,50956,67975,,57048,,,7422,22019,,2596,11411,,48362,97682,72581,,,,12250,,,9.6,94727,1,5865,8017,71792,26,146730,175498,214533,39627,0.25,59,19,1155,,24415,9094,,328,,,8,78,,,,,,,,
2009,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,73616,49372,26,18,26,10621,9300,123560,68884,,,10,29525,,,194036,55235,69807,,68994,,,8149,25977,,2892,12567,,40026,116452,99251,,,,12251,,,10,99865,3,7888,8822,77142,26,178371,44866,65884,49734,0.24,60,19,1140,,24322,12779,,482,,,8,76,,,,,,,,
2010,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,,,,110,78139,48900,27,18,27,11387,11400,122500,68290,,,10,36883,,,245860,64567,102756,90300,78538,,,11874,25858,,3335,13072,,72102,146615,121585,,,,12251,,,10,99065,3,6881,9257,89400,26,270341,74676,55063,57615,0.47,50,19,1151,,23528,9490,,461,,,1,70,,,,,,,,
2011,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,77522,48430,27,17.9,26.84,11537,,121320,67632,,,11,29120,,,302746,67659,141256,123000,93831,,,14884,,,4169,23615,,95445,191711,159406,,,,12250,,,11,61015,4,7494,9163,102000,15,318258,64891,,68702,,48,19,1181,,22336,13851,,482,,,1,75,,,,,,,,
2012,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,12,,,,110,77632,49872,26,18,26.85,11167,,121632,67806,,,14,29132,,,386000,84927,177471,153300,123600,,,19015,,,4884,32359,,121531,192241,183053,,,,,,,14,76315,4,7904,9719,128400,15,450500,312994,,80161,,48,19,1200,,21092,14650,,654,,,1,75,,,,,,,,
2013,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,11,4,7,,,,,27,,27.09,,,121800,,16856,37025,13,21949,,,457305,91877,211658,178300,153200,52940,13487,22461,,19438,5573,82362,71526,136156,274626,249357,,,,,666,14,13,74377,,8170,10253,139600,15,572118,500441,500441,92458,,46,19,984,,19674,11434,802,1112,,,4,68,,,,,,,,
2014,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,11,4,7,,,,,20,,27.32,,,121913,,16878,37110,15,11000,,,542700,98800,248747,207500,195200,57620,21338,26629,,21000,6329,90961,74281,145017,302044,291484,,,,,702,16,15,80699,,8790,10782,153664,17,665738,536656,536656,112776,,43,19,1029,,18239,11994,817,1107,,,5,185,,,,,,,,
2015,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,11,4,7,,,,,20,,27.6,,,122318,,16999,37236,15,12487,,,609105,108346,263107,221400,237651,61377,25506,29895,,23079,7006,100088,43541,183337,315203,385788,,,,,2434,17,15,82058,,9408,10817,108346,35,756617,412530,412530,126165,,29,14,996,,18186,11647,1093,869,,,4,165,,,,,,,,
2016,贵州省,黔东南苗族侗族自治州,镇远县,522625,1878,11,4,7,,,,,20,,27.47,,,123805,,17208,37617,20,6548,,,709200,124500,299200,251400,285500,72370,31051,34680,,24948,7658,108303,76776,196219,366445,452880,,,,,2436,17,20,84551,,9491,10400,126730,46,794627,504524,504524,143257,,29,14,1030,,18797,10820,922,908,,,8,351,,,,,,,,
2017,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,20,,27.49,,,123962,,17247,37700,18,3854,,,676931,131988,224120,169000,320822,76438,33703,32933,,27418,8485,58092,64203,192294,414574,510042,,,,,2799,18,18,,,8154,,136354,43,,,,159282,,29,14,1015,,19169,9637,1341,967,,,7,321,,,,,,,,
2018,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,19,,27.616,,,118717,,20646,41199,,6942,,,707770,142894,226609,168900,338300,,,34291,,29749,9342,28488,,164457,436229,585045,,,,,,41,,,,8546,,147213,22,,,,,,29,14,1014,,19677,8983,,1016,,,7,295,,,,,,,,
2019,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,19,,27.666,,,120869,,20989,42083,,7282,,,585900,151151,121377,88561,313372,,,28282,,32337,10351,26804,,170921,473208,648904,,,,,,29,,,,8692,,155609,18,,,,,,28,14,1051,,19865,8525,,1020,,,7,302,,,,,,,,
2020,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,19,,27.77,,,121200,,,,,7554,,,617102,165274,121820,82148,330008,,,32325,,34083,11179,24794,,168058,514644,698469,,,,,,36,,,,8508,,170027,16,,,,,,28,14,1042,,19561,13222,,980,,,10,360,,,,,,,,
2021,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,19,,27.7,,,110675,,,,,6139,,,670186,175944,145808,107000,348434,,,35468,,36932,12398,26974,,158271,579297,737380,,,,,,36,,,,8613,,181000,18,,,,,,28,14,980,,18501,13509,,1062,,,8,350,,,,,,,,
2022,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,19,,28,,,,,,,,4841,,,694485,184790,155790,,353905,,,37010,,38867,13280,28602,,167145,668511,839125,,,,,,37,,,,9510,,190300,22,,,,,,27,11,921,,17010,14591,,1186,,,7,302,,,,,,,,
2023,贵州省,黔东南苗族侗族自治州,镇远县,522625,1890,12,4,8,,,,,,,28,,,,,,,,7771,,,709282,190586,149713,,368983,,,,,,,35743,,196397,754064,970761,,,,,,85,,,,9937,,,27,,,,,,,,,,16213,14892,,1231,,,3,330,,,,,,,,
2000,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,51337,44680,21,19,21,7090,,106758,76512,,,4,6288,,,29606,17357,4354,,7895,,,1394,,,1309,1669,,5967,12956,22549,,,,11890,,,4,74353,12,6142,8611,25500,12,7075,2910,,7700,0.02,117,15,962,,27908,9054,,249,,,7,91,,,,,,,,
2001,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,51699,45617,21,19,21,6206,,107654,77234,,,4,10157,,,31355,17923,4513,,8919,,,1458,,,1346,1821,,8813,15054,27742,,,,11890,,,4,75791,13,6057,8720,26200,16,9276,2574,,8700,0.02,114,15,1041,,27704,11904,,267,,,4,13,,,,,,,,
2002,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,10,,,,129,52442,46568,21,19.6,21,6119,6479,106625,76996,,,4.9,13168,,,35161,17713,6854,,10594,,,1682,8171,,1408,1761,,11146,19370,31455,,,,10052,,,4.9,61906,21,5529,9007,25300,17,11000.7,6793,11966,9451,0.11,115,14,1055,,27038,13620,,294,,,5,21,,,,,,,,
2003,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,10,,,,129,53396,47528,21,20,21,7064,5800,108350,77829,,,5,17110,,,41899,18028,11322,,12549,,,1907,7955,,1470,1920,,11323,23794,36830,,,,11700,,,5,67972,13,4946,9697,28300,17,21581,4496,15300,10993,0.09,115,13,1017,,26535,14350,,271,,,7,53,,,,,,,,
2004,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,53825,47334,22,20,22,7669,7966,112300,81427,,,5,20829,,,49241,20677,13811,,14753,,,2219,10430,,1598,2108,,14120,30278,50335,,,,11700,,,5,69318,12,5463,10408,33000,20,28876,4506,15016,13163,0.07,114,15,1015,,25465,15501,,242,,,7,53,,,,,,,,
2005,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,55679,47542,23,20,23,7518,7200,112564,77537,,,11,24720,,,63739,23279,17313,,23147,,,2845,12677,,1739,2603,,18889,35433,52423,,,,11708,,,11,71180,10,5742,11572,37114,19,38000,24330,18587,20776,0.05,112,15,1025,,24804,15467,,251,,,2,12,,,,,,,,
2006,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,56689,48672,22,20,22,6820,7300,114935,77599,,,13,27561,,,73522,26769,21352,,25401,,,3259,16632,,1856,2838,,21932,44438,58119,,,,11708,,,13,72236,10,6318,12786,42043,20,50556,10597,20954,23889,0.12,108,14,1033,,25085,15719,,251,,,2,12,,,,,,,,
2007,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,58702,48881,22,21,22,7351,7100,116666,75521,,,16,25112,,,90618,31799,29490,,29329,,,3996,20274,,2097,3142,,26564,55260,60749,,,,11710,,,16,73632,3,6717,14142,51859,11,88264,15304,21515,27497,0.05,98,14,1033,,24317,15224,,299,,,7,10,,,,,,,,
2008,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,59077,49799,23,22.3,22.9,7351,6800,119696,74561,,,6.2,35457,,,103779,31052,38707,,34020,,,5090,27242,,2435,3524,,45622,69272,63411,,,,11710,,,6.2,73960,2,4130,7444,46862,12,104051.7,8643,23201,35207,0.12,93,14,1052,,24111,14508,,365,,,7,10,,,,,,,,
2009,贵州省,黔东南苗族侗族自治州,岑巩县,522626,1487,11,,,,129,59185,50627,23,21,23,6896,6700,121095,74320,,,18,36000,,,123031,32655,38960,,51416,,,6010,28548,,2690,4522,,48801,80392,88490,,,,11708,,,18,76598,3,5904,8226,48816,15,114088,7966,27108,40982,0.18,85,14,1065,,23654,14257,,427,,,7,16,,,,,,,,
